RMA No.,Name,Email Address,Status,Product Code,Description,Quantity,Date Code,Reason For Returning,Detailed Problem Description,Warranty Status,Warranty Status Remarks,Findings,Findings Remarks,Resolution,Resolution Remarks,Transfer to Warehouse
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,EV-N2506-2W4WQ,"IP, Fix Turret, 2.8mm, AI Lite WDR 5MP, SD POE",5,,"New, do not need",STOCK ROTATION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,EV-N2506-2W4Q,5MP Fixed IP Turret Camera,2,,"New, do not need",STOCK ROTAION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,EV-Y2501-AMWQ,5MP 4-in-1 HD VF Turret,11,,"New, do not need",STOCK ROTATION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,EV-Y2501-A2WWQ,"HD, 5MP Turret, 2.8mm, WDR",39,,"New, do not need",STOCK ROTATION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,EV-Y2501-A2GQ,"5MP 4-in-1 HD Fixed Turret, Gray",1,,"New, do not need",STOCK ROTATION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,EV-Y1501-AMWWQ,"HD, 5MP 2.8-12mm  (manual VF) Bullet,with WDR",17,,"New, do not need",STOCK ROTATION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,VC-3YAQ,4-in-1 HD to HDMI Converter,5,,"New, do not need",Stock rotation,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,DRN-K108-06,"4K 8-Channel IP Camera Kit, 8-Channel NVR, 2TB  + 6 cameras",1,,"New, do not need",STOCK ROTATION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,DRN-K116-12,"4K 16-Channel IP Camera Kit, 16-Channel NVR, 4TB  + 12 cameras",2,,"New, do not need",STOCK ROTATION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,MIR-AS-01Q,IR Receiver Adapter,10,,"New, do not need",Stock rotation,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502031,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,DRN-K104-04,"4K 4-Channel IP Camera Kit, 4-Channel NVR, 2TB + 4 cameras",2,,"New, do not need",STOCK ROTATION,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502032,Anixter,erica.shepherd@anixter.com,Completed,SK-B241-PQ,Bluetooth Mullion Keypad with Reader,1,06a24,Defective,Doesnt power up,VOIDED WARRANTY,"06A24
UNit burnt",Defective,"Doesn't power on, smells burnt. Installer Error",Issue Credit,ISSUE CREDIT,W92
2502033,Southwest Automated Security- CHA,cha-ship@southwestautomated.com,Completed,E-931-S35RRQ,"NIR PHOTOBEAM, REFLECTIVE, 35",2,2019,Wrong Item,"wrong item was sent, and we have no use for these items",UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502034,silmar electronics,MSOTO@SILMARELECTRONICS.COM,Completed,E-941DA-600Q,600lb Double-Door Maglock,1,11a23,Defective,defective unit for credit please,OUT OF WARRANTY,11A23,Tested to be working,,Issue Credit,This was tested to work properly in the future unit will be returned,W01
2502035,Wesco,Whitney.Green@anixter.com,Issued RMA,SK-B141-PQ,Bluetooth Single-Gang Keypad with Reader,1,08A24,Defective,SK-B141-PQ,,,,,,,
2502036,Sand Drive LLC,kyle@sanddrivellc.com,Completed,SH-816S-SMQ/R,4-in-1 Multi-Purpose Siren/Strobe (Red),1,07A24,Defective,The speaker doesn't work.  Will not play MP3 or Siren,UNDER WARRANTY,"07A24
07A24",Defective,"Speaker does not work
Speaker works, siren works",Issue Credit,"one that works will be sent back, defective unit will be credited.",W92
2502037,BROOKLYN SUPPLY,raizy@blvs.com,Completed,SK-B141-PQ,Bluetooth Single-Gang Keypad with Reader,1,,Defective,not always reading cards correctly.,OUT OF WARRANTY,,Defective,"Unit started smoking and contactor popping.
Installer error overvoltage.",Return,,W92
2502038,Security Consultant Pros,mary@securityconsultantpros.com,Completed,SK-910RBQ,1 CHRX S/M RL O/P 315 CODEBUM,1,02/06/2025,Damaged On Shipping,item was dead out of the box,UNDER WARRANTY,Enerod advanced replaced the unit and is asking to send this product to them if it was found to be working and if not to replace it for them on their next shipment.,Tested to be working,Unit was working. Continuity between N.O and N.C,Return,Unit was tested to be working. We will make new and return,W01
2502039,JLM Wholesale,b.dalgleish@jlmwholesale.com,Issued RMA,SK-B111-PQ,"Bluetooth Single-Gang Keypad with Reader, Indoor",1,01/09/2025,Defective,Customer purchased (3) and (1) unit will not allow codes to be added to it.  See Seco-Larm invoice# 385055.  I am ordering a replacement today under my po# 106859R,,,,,,,
2502040,Wesco,Whitney.Green@anixter.com,Issued RMA,SD-995A-A1Q,Electric Door Strike With Horizontal Adjustment,1,07A24,Defective,"DEFECTIVE, CREDIT RMA",,,,,,,
2502041,alarmax distributors,ksnyder@alarmax.com,Completed,SK-1323-SPQ,VANDAL KEYPAD WITH PROX,5,XC1101,Defective,"3-KEEPS BEEPING,CLICKING  ,2-GREEN LIGHT STAYS ON 
THIS CUSTOMER HAS BOUGHT 100'S OVER COUPLE YEARS .",UNDER WARRANTY,"05A24, 05A24, 05A24, 05A24, 05A24",Tested to be working,"Works
Works
Works
Internal short chip inside damaged
Both green light stays on and keypad clicking",Replace,"Replace, three work properly and replace them but in the future they will be returned",W90
2502042,BANNER SOLUTIONS,debi.wade@bannersolutions.com,Completed,E-941SA-600,600lb Maglock,1,,Defective,LOCKS AND UNLOCKS SPORADICALLY/PO 6343854,OUT OF WARRANTY,,Defective,"Can be made new, replace MOV and case.",Return,all we can do is replace MOV,
2502043,CHRISTY IND INC,tomp@christy-ind.com,Completed,DP-264-M7Q,DP-264 Series Monitor,1,,Defective,,UNDER WARRANTY,11A24,Tested to be working,,Issue Credit,,W90
2502044,CCTV.NET,hovik@cctv.net,Completed,SD-997B-1SQ,"MINIATURE ELECTRIC DEADBOLT, FAIL SAFE, 12VDC",1,,Defective,No Power,UNDER WARRANTY,01A24,Defective,Defective,Replace,,W92
2502044,CCTV.NET,hovik@cctv.net,Completed,SD-991A-D1Q,Mini No-Cut Electric Door Strike,1,,Defective,No Power (Damaged cable),OUT OF WARRANTY,08A23,Defective,wires are cut cannot be tested,Replace,could not test in the future if the wire is cut short warrenty will be voided.,W92
2502044,CCTV.NET,hovik@cctv.net,Completed,SD-997B-1SQ,"MINIATURE ELECTRIC DEADBOLT, FAIL SAFE, 12VDC",1,,Defective,Issue with lock (Doesn't work),UNDER WARRANTY,01A24,Defective,Powers on but does not energize,Replace,we will be replacing all 3,W92
2502045,Anixter,ryan.reed@anixter.com,Issued RMA,SK-B111-PQ,"Bluetooth Single-Gang Keypad with Reader, Indoor",3,,Defective,RMA for credit. Replacement units purchased on 051-726392-460,,,,,,,
2502046,IMLSS,Sergio.Ruiz@imlss.com,Issued RMA,E-941SA-1200,"1,200lb Maglock",1,,Defective,Item IS defective/not actuating. Return for credit of possible.,,,,,,,
2502047,Sunkissed Beauty,cschneider8787@gmail.com,Completed,SK-B241-PQ,Bluetooth Mullion Keypad with Reader,1,,Defective,"Doesn't turn on after first usage, turned on once and then it turned off and never came back on. Dont know whats wrong with it.",UNDER WARRANTY,,Defective,Unit draws 0 current,Replace,Replace,W92
2502048,AVX Tech Warehouse,warehouse@avx-tech.com,Completed,MVE-AH1E4-42NQ,4K 1x4 HDMI Splitter & Extender over Cat6,1,01A24,Defective,Output #4 is not working,UNDER WARRANTY,01A24,Tested to be working,Unit looks unopen; output 4 works. Ask for more details,Replace,Tested to work,W01
2502049,Enerod Company,enerodcompany@gmail.com,Issued RMA,HL-951T1-SWQ,HL Series 1 button transmitter with wires and DIP Switch coding,1,,Defective,Does not light when button is pushed or when wires are shorted. Battery is good. Please replace with new unit.,,,,,,,
2502050,WESCO DROPSHIP,jim.moore@anixter.com,Completed,SK-2323-SDQ,MULLION KEYPAD WITHOUT PROX,10,,"New, do not need",Customer has moved.,UNDER WARRANTY,,New unit(s),,Issue Credit,,W01
2502051,MULTISALES,ltam@multisalesinc.com,Completed,DP-266-1C7Q,"Wireless Video Door Phone Kit, Includes Camera and 7",1,,"New, do not need",Customer canceled order/ do not need anymore,UNDER WARRANTY,08A24,Tested to be working,"Unit has been installed, scratches on screen. Tested to be working.",Issue Credit,This product was installed and has multiple screen scratches. In the future credit will only be issued if product is new.,W90
2502052,IMLSS,joe.chaney@imlss.com,Issued RMA,HL-951R1-SQ,917MHz Receiver - 1 channel,1,,Defective,"Dead outside the box, wouldn't get any power.",,,,,,,
2502052,IMLSS,joe.chaney@imlss.com,Issued RMA,HL-951T1-SWQ,HL Series 1 button transmitter with wires and DIP Switch coding,1,,Defective,Dead outside ethe box,,,,,,,
2502053,Sergios Contracting Services LLC,sergioscontranctingservicesllc@gmail.com,Issued RMA,E-942FC-1K3SQ,E-942FC-1300 W/ WELDABLE BRCK,1,,Defective,Maglock stopped working and need to replace through warranty,,,,,,,
2502054,MoreThanGates,keegan@morethangates.com,Issued RMA,PR-B1124-PQ,Bluetooth Single-Gang Keypad,1,PR-B1124-PQ,Defective,Relay not functioning,,,,,,,
2502055,silmar electronics,MSOTO@SILMARELECTRONICS.COM,Completed,SD-927PKC-NEQ,"Indoor No-Touch Sensor with Timer, English",1,11a23,Defective,not opening. stays locked,OUT OF WARRANTY,11A23,Tested to be working,Unit works,Replace,"Tested to be working
We will be replacing this one time",W90
2502056,The Security Source Inc.,rblaha@thesecuritysourceinc.com,Completed,SH-816S-SMQ/A,4-in-1 Multi-Purpose Siren/Strobe (Amber),1,07A24,Defective,No volume on speaker. Returning for credit.,UNDER WARRANTY,07A24,Defective,Speaker cuts off for a few seconds and comes back on again constantly.,Issue Credit,,W92
2502057,Wesco,dusty.baker@anixter.com,Completed,SD-995C-D3Q,No-Cut Electric Door Strike,18,,Wrong Item,"They ordered the incorrect part, they are ordering 18 of the SD-996C-NUVQ.",UNDER WARRANTY,,New unit(s),New Units,Issue Credit,,W01
